2.0,"['19', '3', '6', '2', '11', '14', '10', '1', '8']",4.618854114469382,"0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29, 30, 31, 32, 33, 34, 35, 36, 37, 38, 39, 40","0.05760650161237569, 0.09630657548706772, 0.12192048379502776, 0.13083010400514258, 0.12614118589886716, 0.11240862982938739, 0.09415697733122712, 0.07480885550363349, 0.056826072696028844, 0.04155538565178686, 0.029422613518424155, 0.02027188731442625, 0.01364071457082388, 0.008984694908412087, 0.005798165105178423, 0.0036672504986547685, 0.0022747855590013236, 0.0013858280363696664, 0.0008310194112790774, 0.0004917135406607128, 0.0002876714103279224, 0.00016657779405716556, 9.545777074746832e-5, 5.4085857465748126e-5, 3.0271489252382584e-5, 1.673373688746826e-5, 9.144890094616669e-6, 4.950004233336509e-6, 2.659576663443694e-6, 1.4206801578410143e-6, 7.548162404870655e-7, 3.985445216313323e-7, 2.0878754436215782e-7, 1.0836651758689165e-7, 5.5697926945242e-8, 2.8373314184221708e-8, 1.4353379298473957e-8, 7.227066826818406e-9, 3.6279171363069774e-9, 1.8162118594862835e-9, 9.0569696192812e-10",ARI
7.0,"['8', '2', '5', '3', '1', '9', '7', '10', '4']",7.000239117654057,"0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29, 30, 31, 32, 33, 34, 35, 36, 37, 38, 39, 40","0.017420415069195075, 0.03816566886664466, 0.059828405785690354, 0.07895938992147822, 0.09262897164873475, 0.09948600026782592, 0.09962136196439401, 0.09411624127280062, 0.0847108509049688, 0.07323156092665194, 0.06124030830687182, 0.04980645192587545, 0.03951859465738063, 0.030629169742917805, 0.02319451999834088, 0.01716710624180872, 0.012433556290383715, 0.008832998362611841, 0.006174756849198696, 0.004260779586271791, 0.00290822263225093, 0.0019644526099983164, 0.001311925496171429, 0.0008648571075093855, 0.000562148533448214, 0.000360312796762419, 0.00022810411283938567, 0.00014301477219872584, 8.905034341304591e-5, 5.516536927939229e-5, 3.400148894595863e-5, 2.0818871334790286e-5, 1.2634637730247496e-5, 7.586270935874071e-6, 4.504719707463367e-6, 2.6488207237099934e-6, 1.5464262375343127e-6, 8.990286916084188e-7, 5.214843283630803e-7, 3.018460671021373e-7, 1.7404138038850335e-7",ATL
10.0,"['7', '1', '8', '2', '10', '5', '6', '3', '4']",5.266914841389635,"0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29, 30, 31, 32, 33, 34, 35, 36, 37, 38, 39, 40","0.043697953521007485, 0.07680691306425275, 0.10255150722760956, 0.11629716897367989, 0.11849935793825862, 0.11163104906826896, 0.09871402046244784, 0.08284692403186777, 0.06658662243709315, 0.05165974602243011, 0.03890864090636106, 0.028559820627142348, 0.020473279742119606, 0.014347648982153545, 0.009837045184050045, 0.006606658666438981, 0.004355827647410012, 0.0028269571863113485, 0.001810810095755075, 0.001146821598317985, 0.0007184529291322351, 0.00044496165995880805, 0.00027216411537777616, 0.00016431580055060782, 9.796585979545547e-5, 5.777123577404697e-5, 3.3772582079039e-5, 1.9611859382368266e-5, 1.1324719429817196e-5, 6.500599747734322e-6, 3.7042778103032874e-6, 2.0920856088948964e-6, 1.1699595279854047e-6, 6.480558604277334e-7, 3.561133771455838e-7, 1.9457283019594437e-7, 1.0591733737541709e-7, 5.749395813456289e-8, 3.1101173714098446e-8, 1.673651863202462e-8, 8.941793067683873e-9",BAL
9.0,"['8', '5', '9', '6', '10', '2', '3', '12', '4']",5.325509562211542,"0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29, 30, 31, 32, 33, 34, 35, 36, 37, 38, 39, 40","0.04297828879137998, 0.07545743377086708, 0.10022631419079592, 0.11458470688983431, 0.11759436341265715, 0.1114155417894942, 0.09919401628975057, 0.0837577944072729, 0.0676222403704723, 0.05260448969389057, 0.03970554189452114, 0.02923464382788593, 0.0210535165019175, 0.014840466453535178, 0.01023605538162357, 0.006908154373453755, 0.004567643806674614, 0.0029671270603028304, 0.0019006760167791902, 0.0012046323695600481, 0.0007566921648057407, 0.000470906802753596, 0.00028977593949272394, 0.00017593804445632097, 0.00010528586579840991, 6.215504405556409e-5, 3.6296962147985415e-5, 2.1043853323150227e-5, 1.2148883335908415e-5, 6.990973600002949e-6, 4.004359846218062e-6, 2.2763726015757346e-6, 1.2805006586194088e-6, 7.117053793528747e-7, 3.911668769869612e-7, 2.1323219125046827e-7, 1.1574166319844649e-7, 6.275690768583754e-8, 3.402265749740542e-8, 1.8408968793430468e-8, 9.905810636377127e-9",BOS
4.0,"['3', '4', '6', '7', '2', '1', '16', '11', '14']",5.135115558674901,"0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29, 30, 31, 32, 33, 34, 35, 36, 37, 38, 39, 40","0.04415114808325487, 0.08023764268762269, 0.10696178071490933, 0.12035677525686198, 0.12115535440691859, 0.11254144088051712, 0.09812114220093088, 0.08120680620018458, 0.06452669315663637, 0.049582805800294255, 0.037002238230592246, 0.026871596434054016, 0.019014669830688998, 0.013133333271728777, 0.008873931881743912, 0.005882550159353306, 0.0038371877407472354, 0.0024687592053171683, 0.0015683610320849394, 0.0009836629018788118, 0.0006086573248427491, 0.00037138551548421327, 0.00022355538015488835, 0.0001329458796123249, 7.826998949167148e-5, 4.5711168365880547e-5, 2.6513241269903275e-5, 1.5271543040759197e-5, 8.725692965494037e-6, 4.938734416456014e-6, 2.766867015712002e-6, 1.5348095637251461e-6, 8.44219716103881e-7, 4.614309611540142e-7, 2.51087228174538e-7, 1.3613713577130403e-7, 7.350496881485174e-8, 3.945839370871151e-8, 2.1021285346456045e-8, 1.1102665266075374e-8, 5.815101805173233e-9",CHC
3.0,"['4', '7', '2', '9', '5', '6', '1', '3', '15']",3.885608113243517,"0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29, 30, 31, 32, 33, 34, 35, 36, 37, 38, 39, 40","0.08505070455840805, 0.12728570456394145, 0.1465006701436569, 0.14363430158669463, 0.12762244946064819, 0.10510426864910359, 0.08165614951815567, 0.060161668143531015, 0.04247816480040117, 0.028976882019261824, 0.01921446121769472, 0.01244303528351003, 0.007881971190392236, 0.00488745403489981, 0.0029664151121010316, 0.001763412013756921, 0.0010288588921016186, 0.000590970540181283, 0.0003352905202794719, 0.00018829696555261254, 0.00010471945016129376, 5.761261754421651e-5, 3.130277886111222e-5, 1.6778442160262862e-5, 8.874826058579843e-6, 4.64154376778511e-6, 2.407382872217377e-6, 1.2416027976514664e-6, 6.37567898108165e-7, 3.2574708580145726e-7, 1.6523896561051898e-7, 8.301676810239313e-8, 4.124880714776187e-8, 2.0278203142828462e-8, 9.885420913920858e-9, 4.794364350032441e-9, 2.319907008946855e-9, 1.121141197555497e-9, 5.404901516510631e-10, 2.591887770187136e-10, 1.2326454427552369e-10",CHW
4.0,"['3', '7', '11', '1', '21', '16', '2', '8', '15']",4.816522572396187,"0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29, 30, 31, 32, 33, 34, 35, 36, 37, 38, 39, 40","0.05363839481729982, 0.09015656286360615, 0.11565222386700302, 0.1264470429567455, 0.12401290931482128, 0.112168860455467, 0.09530297957760583, 0.07701454479007463, 0.05972181177289991, 0.04475441129509809, 0.03254438072278844, 0.023024914021639795, 0.015874395052462024, 0.010682021000958011, 0.007029712466025296, 0.004535269715252437, 0.0028763949308216246, 0.0017978532185902642, 0.0011093632974115376, 0.0006762320300579873, 0.00040710355479857993, 0.00024189628377501278, 0.0001418091922702302, 8.205328356159289e-5, 4.691931860149445e-5, 2.6563811672813383e-5, 1.4919435669822935e-5, 8.323463197465758e-6, 4.613809794081818e-6, 2.539182761686662e-6, 1.385679895582598e-6, 7.490527224363851e-7, 4.0098958415604413e-7, 2.127537254256026e-7, 1.1206440239968366e-7, 5.8714052011134733e-8, 3.0642098957021e-8, 1.5934789600848088e-8, 8.2502812332821e-9, 4.246328131987581e-9, 2.1693885658187618e-9",CIN
0.0,"['6', '4', '5', '9', '2', '3', '8', '16', '7']",4.014919416118408,"0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29, 30, 31, 32, 33, 34, 35, 36, 37, 38, 39, 40","0.08482504552122255, 0.12302664024391995, 0.14003623094388182, 0.13898072867151245, 0.12529646648206932, 0.10535994114873835, 0.0834419091282071, 0.06276028592908767, 0.04519995896170078, 0.03145059889582441, 0.021308837706272312, 0.014135540960603092, 0.00920068234942279, 0.005871339710814092, 0.0036672112570423046, 0.002240245211178779, 0.0013406734995992842, 0.0007890509200822121, 0.0004589288464559708, 0.00026481037350695386, 0.00015178398773439905, 8.628339426756826e-5, 4.8487088475375225e-5, 2.6857416198420377e-5, 1.4651307041399683e-5, 7.886432449490175e-6, 4.20565871241991e-6, 2.23203562255362e-6, 1.182366651683359e-6, 6.251037464973846e-7, 3.2887697291401747e-7, 1.7147858924179515e-7, 8.832850319883854e-8, 4.491826945157622e-8, 2.2603748203680217e-8, 1.1305762214457303e-8, 5.646747762268743e-9, 2.8236788685838263e-9, 1.4126509006816146e-9, 7.044762683739412e-10, 3.4855888327251056e-10",CLE
7.0,"['18', '8', '9', '13', '2', '5', '1', '3', '4']",4.613321103479528,"0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29, 30, 31, 32, 33, 34, 35, 36, 37, 38, 39, 40","0.06118816866810269, 0.09906333750276597, 0.12224449074279696, 0.12955484541548892, 0.12398326027321886, 0.11003934454729396, 0.09221159826595024, 0.07351021652622423, 0.05620088362093343, 0.04145494977181857, 0.029666884915144603, 0.020698249653549182, 0.014124598676327954, 0.009446116898179827, 0.006194283761370555, 0.003983636371459076, 0.002514316221659213, 0.0015600627276684189, 0.000954045257921317, 0.0005765927313247452, 0.0003450616988017984, 0.00020459170305987012, 0.00012008540387239504, 6.9674937038096e-5, 3.991974705957314e-5, 2.2589252651375637e-5, 1.264508854722325e-5, 7.020624601144308e-6, 3.875868957701678e-6, 2.1306190124451636e-6, 1.1658277192978367e-6, 6.338116325366015e-7, 3.4157953983560376e-7, 1.8220797653389498e-7, 9.62112293664533e-8, 5.0381105452399804e-8, 2.623981771513348e-8, 1.3630315940553076e-8, 7.07090123776455e-9, 3.660496030735276e-9, 1.886465638843584e-9",COL
0.0,"['10', '4', '7', '12', '2', '20', '9', '14', '21']",2.732463558911177,"0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29, 30, 31, 32, 33, 34, 35, 36, 37, 38, 39, 40","0.17280479077165486, 0.1887605303422861, 0.1733865118089698, 0.14251945215268905, 0.1081226973783831, 0.07730668632936663, 0.05226594711373347, 0.03382149115704751, 0.021016436398109465, 0.012670413691967407, 0.007478542921178962, 0.004344780360510625, 0.0024847185664238513, 0.0013943025344017815, 0.0007653028973147286, 0.0004105921890323671, 0.00021610591805368049, 0.00011228724513892496, 5.797270930879455e-5, 2.983996130786575e-5, 1.5289400492163987e-5, 7.759648983623902e-6, 3.879558542588186e-6, 1.9056644523693422e-6, 9.211729298441479e-7, 4.4063593840827257e-7, 2.1007280344252816e-7, 1.0033196870165085e-7, 4.802126281966087e-8, 2.292650050220318e-8, 1.084334556652107e-8, 5.052756250399116e-9, 2.3164486204808445e-9, 1.0484971253495808e-9, 4.719042339405626e-10, 2.1280271336314254e-10, 9.654048256725859e-11, 4.398296768003122e-11, 1.99908947166197e-11, 8.993736092256219e-12, 3.9840812111288524e-12",DET
