Score,Lineup,score2
5.0,"['8', '2', '1', '5', '9', '6', '11', '7', '4']",6.066808776262824
8.0,"['8', '2', '1', '9', '3', '4', '7', '17', '19']",5.115213489688962
14.0,"['8', '2', '5', '9', '6', '11', '3', '7', '12']",5.683597569949743
9.0,"['8', '2', '1', '5', '9', '6', '11', '7', '4']",6.066808776262824
4.0,"['8', '2', '1', '9', '3', '4', '17', '7', '19']",5.1086151568687725
1.0,"['8', '2', '5', '9', '6', '11', '3', '7', '12']",5.683597569949743
5.0,"['8', '2', '1', '5', '9', '6', '11', '3', '4']",5.86239440052475
7.0,"['8', '2', '1', '5', '9', '6', '11', '7', '4']",6.066808776262824
6.0,"['8', '2', '1', '5', '9', '6', '11', '7', '4']",6.066808776262824
5.0,"['8', '2', '5', '9', '6', '11', '3', '7', '12']",5.683597569949743
11.0,"['8', '2', '1', '5', '9', '6', '11', '7', '4']",6.066808776262824
10.0,"['8', '2', '1', '9', '5', '4', '3', '7', '17']",6.053075970300903
6.0,"['8', '2', '1', '5', '9', '6', '11', '7', '4']",6.066808776262824
5.0,"['8', '2', '1', '5', '9', '6', '11', '7', '4']",6.066808776262824
1.0,"['8', '2', '5', '9', '6', '11', '7', '4', '12']",5.443931581683894
6.0,"['8', '2', '1', '5', '9', '6', '11', '10', '7']",6.430079383536304
10.0,"['8', '2', '1', '5', '9', '6', '11', '4', '7']",6.081631103909929
5.0,"['8', '2', '5', '1', '6', '11', '7', '4', '12']",5.349960689262485
11.0,"['8', '2', '1', '9', '10', '5', '17', '4', '19']",5.361276287391396
16.0,"['8', '2', '1', '5', '9', '6', '11', '7', '4']",6.066808776262824
4.0,"['8', '2', '1', '10', '5', '7', '4', '17', '12']",5.474578063138487
3.0,"['8', '2', '1', '5', '6', '11', '10', '7', '19']",5.477542443962268
8.0,"['8', '2', '1', '5', '9', '6', '11', '7', '4']",6.066808776262824
1.0,"['8', '2', '9', '10', '5', '19', '7', '4', '12']",4.953216600290716
5.0,"['8', '2', '1', '9', '14', '5', '10', '19', '4']",5.243941659773659
3.0,"['6', '2', '1', '5', '9', '11', '7', '10', '4']",5.571052044510786
0.0,"['6', '2', '1', '5', '9', '7', '11', '19', '4']",4.943872034707834
7.0,"['8', '2', '1', '14', '5', '10', '7', '19', '4']",5.132524729358351
10.0,"['8', '2', '1', '14', '5', '10', '7', '19', '4']",5.132524729358351
8.0,"['8', '2', '1', '14', '5', '10', '19', '4', '12']",4.584348318112924
10.0,"['8', '2', '1', '6', '11', '10', '7', '14', '19']",5.002358080638047
3.0,"['8', '2', '1', '9', '14', '10', '7', '19', '4']",5.111831171947634
8.0,"['8', '2', '9', '14', '10', '19', '7', '4', '12']",4.511594102591401
13.0,"['8', '2', '1', '5', '6', '11', '19', '7', '4']",5.138165986312501
5.0,"['8', '2', '1', '5', '6', '11', '19', '7', '14']",5.255585051275524
2.0,"['8', '2', '1', '5', '6', '10', '11', '7', '4']",5.842668132504825
2.0,"['8', '2', '14', '5', '10', '19', '7', '4', '12']",4.535631613661094
6.0,"['8', '2', '1', '14', '19', '7', '10', '6', '4']",4.5773108345991
4.0,"['6', '2', '1', '5', '11', '19', '7', '14', '12']",4.381699937160459
8.0,"['8', '2', '1', '14', '19', '5', '10', '7', '4']",5.059542289389835
6.0,"['8', '2', '1', '5', '9', '6', '11', '7', '4']",6.066808776262824
7.0,"['8', '2', '1', '9', '14', '5', '19', '10', '4']",5.221055831317502
1.0,"['8', '2', '6', '1', '5', '11', '7', '19', '12']",5.000016362623463
3.0,"['8', '2', '1', '5', '9', '6', '11', '7', '4']",6.066808776262824
3.0,"['8', '2', '1', '5', '6', '10', '7', '19', '12']",4.966223742691037
3.0,"['8', '2', '1', '9', '14', '10', '7', '19', '4']",5.111831171947634
3.0,"['8', '2', '1', '5', '6', '11', '7', '16', '4']",5.471653417300363
6.0,"['8', '2', '1', '5', '10', '19', '7', '14', '4']",5.14281373736352
9.0,"['8', '2', '6', '5', '11', '7', '16', '19', '12']",4.564581747195513
7.0,"['8', '2', '1', '5', '6', '19', '11', '16', '4']",4.683805703681306
5.0,"['8', '2', '1', '5', '14', '19', '7', '10', '4']",5.141798608075898
7.0,"['8', '2', '6', '5', '11', '7', '16', '4', '12']",4.854101328845118
7.0,"['8', '2', '1', '5', '6', '11', '7', '19', '16']",5.125973892917417
9.0,"['8', '2', '1', '5', '6', '11', '7', '10', '4']",5.849561278384038
7.0,"['8', '2', '6', '5', '11', '19', '7', '4', '12']",4.531899682351395
7.0,"['8', '2', '1', '5', '6', '11', '7', '16', '14']",5.588217597279101
3.0,"['8', '2', '1', '14', '10', '5', '19', '7', '4']",5.095988415610912
2.0,"['8', '2', '1', '5', '6', '11', '7', '4', '12']",5.365046864047697
3.0,"['8', '2', '1', '5', '6', '11', '10', '7', '4']",5.845012165522351
3.0,"['8', '2', '1', '14', '19', '10', '7', '4', '12']",4.388806147296198
4.0,"['8', '2', '1', '5', '6', '11', '7', '4', '18']",5.936394230299819
10.0,"['8', '2', '1', '14', '5', '10', '19', '4', '12']",4.584348318112924
8.0,"['10', '2', '1', '9', '5', '14', '19', '7', '4']",4.884322269339684
6.0,"['6', '2', '1', '5', '9', '11', '19', '7', '18']",5.306058634709517
7.0,"['8', '2', '6', '5', '11', '10', '7', '4', '12']",5.204408078722073
8.0,"['8', '2', '1', '5', '9', '11', '10', '7', '4']",6.3508849312531686
